-21.9825,-9.547890976
-21.9425,-10.37789098
-21.9225,-10.79289098
-21.8825,-11.67220473
-21.8675,-12.02044023
-21.8475,-12.48475498
-21.8425,-12.60083398
-21.8575,-12.25259798
-21.8525,-12.36867598
-21.8625,-12.13651848
-21.8725,-11.90436173
-21.8775,-11.78828273
-21.9025,-11.20789098
-21.8925,-11.44004773
-21.8875,-11.55612598
-21.8975,-11.32396848
-21.9125,-11.00039098
-21.9075,-11.09181223
-21.9175,-10.88431223
-21.9325,-10.58539098
-21.9275,-10.67681173
-21.9375,-10.46931173
-21.9625,-9.962890976
-21.9525,-10.17039098
-21.9475,-10.26181173
-21.9575,-10.05431173
-21.9725,-9.755390976
-21.9675,-9.846811726
-21.9775,-9.639311726
-22.0925,-7.771811976
-22.0325,-8.601811726
-22.0025,-9.132890976
-21.9925,-9.340390976
-21.9875,-9.431811726
-21.9975,-9.224311726
-22.0175,-8.809311726
-22.0075,-9.016811726
-22.0125,-8.932522726
-22.0225,-8.725022726
-22.0275,-8.640733976
-22.0625,-8.186811976
-22.0475,-8.394311726
-22.0375,-8.517522726
-22.0425,-8.433233976
-22.0525,-8.310022726
-22.0575,-8.225733476
-22.0775,-7.979311976
-22.0725,-8.018233476
-22.0675,-8.102522726
-22.0825,-7.895022726
-22.0875,-7.810733476
-22.1575,-6.857522726
-22.1275,-7.272522726
-22.1075,-7.564311976
-22.0975,-7.687522726
-22.1025,-7.603233476
-22.1175,-7.395733476
-22.1125,-7.480022726
-22.1225,-7.356811976
-22.1375,-7.149311976
-22.1325,-7.188233476
-22.1475,-6.980733476
-22.1425,-7.065022726
-22.1525,-6.941811976
-22.3425,-4.990023101
-22.2325,-6.027522726
-22.1775,-6.618233226
-22.1675,-6.734311976
-22.1625,-6.773233476
-22.1725,-6.650022726
-22.2125,-6.235022726
-22.1925,-6.442522726
-22.1825,-6.526811976
-22.1875,-6.495022476
-22.2025,-6.319311976
-22.1975,-6.410733226
-22.2075,-6.287522476
-22.2225,-6.111811976
-22.2175,-6.203233226
-22.2275,-6.080022726
-22.2725,-5.612522976
-22.2525,-5.820022726
-22.2425,-5.904311976
-22.2375,-5.995733226
-22.2475,-5.872522726
-22.2625,-5.696812226
-22.2575,-5.788233476
-22.2675,-5.665022726
-22.3175,-5.197523101
-22.2925,-5.405023101
-22.2825,-5.489312351
-22.2775,-5.580733476
-22.2875,-5.457522726
-22.3025,-5.281812351
-22.2975,-5.373233476
-22.3075,-5.250022976
-22.3125,-5.218233851
-22.3275,-5.074312351
-22.3225,-5.165733726
-22.3325,-5.042523101
-22.3375,-5.010733851
-22.4475,-4.160023401
-22.3675,-4.782523101
-22.3525,-4.866812351
-22.3475,-4.958233851
-22.3575,-4.835023101
-22.3625,-4.803233851
-22.3925,-4.575023226
-22.3775,-4.659312476
-22.3725,-4.750733851
-22.3825,-4.627523101
-22.3875,-4.595733976
-22.4175,-4.367523326
-22.4025,-4.451812576
-22.3975,-4.543233851
-22.4075,-4.420023226
-22.4125,-4.388234076
-22.4275,-4.244312651
-22.4225,-4.335733976
-22.4375,-4.180734151
-22.4325,-4.212523326
-22.4825,-3.920734151
-22.4575,-4.036812726
-22.4525,-4.128234076
-22.4675,-3.973234226
-22.4625,-4.005023401
-22.4775,-3.952523476
-22.5325,-3.558234351
-22.5075,-3.745023551
-22.4925,-3.797523476
-22.4875,-3.829312801
-22.4975,-3.765734326
-22.5175,-3.621812876
-22.5125,-3.713234226
-22.5225,-3.590023551
-22.5275,-3.558234401
-22.5525,-3.414312939
-22.5425,-3.537523626
-22.5475,-3.505734276
-22.5575,-3.382523601
-22.5625,-3.350734426
