-6.22969653e+01 -1.09790114e+01 -9.99002460e-03 -9.81450000e+00
-6.35540500e+01 -1.10667000e+01 -9.39109958e-03 -1.05197000e+01
-2.17572730e+00 -9.49695141e+00 -5.50282585e-01 -1.11950573e+01
-8.78868904e-01 -1.06913823e+01 -6.17941124e-01 -1.13107552e+01
-2.51894012e+00 -9.84322062e+00 -3.77534397e-01 -1.07717000e+01
-1.67984415e+00 -9.61352452e+00 -5.43764623e-01 -1.11760118e+01
-7.23298154e+00 -1.03345813e+01 -1.40397546e-01 -1.04290000e+01
-4.53978986e+00 -1.01392611e+01 -2.32531635e-01 -1.05702000e+01
-6.34042826e+00 -9.61167608e+00 -2.00451616e-01 -1.05074000e+01
-3.64480553e+00 -9.62845718e+00 -3.21014691e-01 -1.07293000e+01
-6.36447517e+00 -9.61144095e+00 -1.98548436e-01 -1.05313000e+01
-2.82123739e+00 -9.52614697e+00 -4.32444057e-01 -1.08940000e+01
-1.54173829e+00 -9.87155140e+00 -5.05634363e-01 -1.10738310e+01
-4.81104472e+00 -1.04531100e+01 -2.12394947e-01 -1.05984000e+01
-1.12352193e+01 -1.05905141e+01 -7.14907927e-02 -1.04069000e+01
-2.34321302e+00 -9.58815377e+00 -4.54562091e-01 -1.09592000e+01
-4.56225750e+00 -9.65939950e+00 -2.61628421e-01 -1.05889000e+01
-3.60944223e+00 -9.61923048e+00 -3.25611199e-01 -1.06864000e+01
-1.26801059e+00 -9.82255141e+00 -5.70891679e-01 -1.12271658e+01
-8.23546300e+00 -9.71987540e+00 -1.35700699e-01 -1.04310000e+01
-9.16200709e-01 -1.05078514e+01 -6.06712485e-01 -1.12873386e+01
-1.19071162e+01 -9.69361406e+00 -7.61068192e-02 -1.04099000e+01
-8.79200347e+00 -9.65101926e+00 -1.29844993e-01 -1.04442000e+01
-3.93817423e+00 -9.78333048e+00 -2.81251367e-01 -1.06187000e+01
-7.23247518e+00 -9.88380999e+00 -1.51704446e-01 -1.04768000e+01
-1.06066605e+00 -1.01502514e+01 -5.86830157e-01 -1.12520155e+01
-9.96853095e-01 -1.02650514e+01 -5.92881657e-01 -1.12606191e+01
-2.08854529e+01 -9.79840000e+00 -2.16507868e-02 -1.02822000e+01
-6.06883799e+00 -9.93131358e+00 -1.82742525e-01 -1.05476000e+01
-3.15155196e+00 -9.68891706e+00 -3.42508496e-01 -1.07247000e+01
-3.12191472e+00 -9.83703048e+00 -3.28926164e-01 -1.06872000e+01
-8.47572342e+00 -9.70281406e+00 -1.30357386e-01 -1.05128000e+01
-1.44600964e+01 -9.72534975e+00 -5.11309794e-02 -1.03315000e+01
-7.28891090e+00 -9.62795176e+00 -1.69176492e-01 -1.04687000e+01
-1.23764471e+01 -1.00530141e+01 -6.31187775e-02 -1.03813000e+01
-3.03457601e+00 -1.00082305e+01 -3.22568976e-01 -1.06792000e+01
-9.42170685e+00 -1.03821448e+01 -9.75067540e-02 -1.03838000e+01
-3.43599168e+00 -9.71443048e+00 -3.17886057e-01 -1.06767000e+01
-1.42534619e+00 -9.69755141e+00 -5.62618942e-01 -1.12101081e+01
-3.02774011e+00 -9.59422062e+00 -3.79166680e-01 -1.07806000e+01
-3.00758326e+00 -9.53702757e+00 -4.06938797e-01 -1.08457000e+01
-6.39186035e+00 -9.71744037e+00 -1.84677655e-01 -1.04869000e+01
-1.82177713e+01 -9.76891406e+00 -2.97307130e-02 -1.03024000e+01
-1.13018183e+00 -1.00211514e+01 -5.81003400e-01 -1.12445921e+01
-1.90036992e+01 -9.77771406e+00 -2.72537601e-02 -1.02914000e+01
-6.55758025e+00 -9.80740886e+00 -1.73568937e-01 -1.04994000e+01
-2.54491285e+00 -1.01884305e+01 -3.52417303e-01 -1.07307000e+01
-1.71428440e+00 -9.66459817e+00 -5.12716658e-01 -1.10918801e+01
-1.13930973e+01 -9.72646478e+00 -8.07865325e-02 -1.03658000e+01
-3.60061539e+00 -9.89073048e+00 -2.91616704e-01 -1.06317000e+01
-8.74586975e+00 -9.71731406e+00 -1.23953342e-01 -1.04798000e+01
-8.47733700e+00 -9.64686722e+00 -1.37675018e-01 -1.04331000e+01
-4.95095343e+00 -1.00060010e+01 -2.19462414e-01 -1.05710000e+01
-9.13556911e+00 -9.71761406e+00 -1.16234620e-01 -1.04954000e+01
-2.90303031e+00 -9.52748026e+00 -4.24837549e-01 -1.08939000e+01
-2.13272240e+00 -9.76566086e+00 -4.30065514e-01 -1.08934000e+01
-1.22218880e+01 -9.69828826e+00 -7.30619098e-02 -1.03642000e+01
-1.05548261e+01 -1.04509335e+01 -8.05249792e-02 -1.03599000e+01
-5.68125028e+00 -1.05233100e+01 -1.80145347e-01 -1.05272000e+01
-7.30143784e+00 -9.63112256e+00 -1.68203094e-01 -1.04663000e+01
-1.64881809e+00 -9.60285141e+00 -5.57384145e-01 -1.12037308e+01
-3.95898889e+00 -1.02120857e+01 -2.57610580e-01 -1.05747000e+01
-4.84863660e+00 -1.00779404e+01 -2.20874519e-01 -1.05296000e+01
-6.49056946e+00 -1.01023497e+01 -1.64379138e-01 -1.05289000e+01
-5.08623223e+00 -1.01652204e+01 -2.09288608e-01 -1.05098000e+01
-4.85971708e+00 -9.58319950e+00 -2.64941739e-01 -1.05954000e+01
-3.65104412e+00 -9.55202062e+00 -3.45423568e-01 -1.07350000e+01
-3.78437673e+00 -9.74733048e+00 -2.92627440e-01 -1.06350000e+01
