-0,-1
-0.64,-0.2
-0.32,-0.43431
-0.96,-0.020204
-0.16,-0.6
-0.48,-0.30718
-0.8,-0.10557
-0.08,-0.71716
-0.24,-0.5101
-0.4,-0.36754
-0.56,-0.25167
-0.72,-0.15147
-0.88,-0.061917
-0.04,-0.8
-0.12,-0.65359
-0.2,-0.55279
-0.28,-0.47085
-0.36,-0.4
-0.44,-0.33668
-0.52,-0.27889
-0.6,-0.2254
-0.68,-0.17538
-0.76,-0.12822
-0.84,-0.083485
-0.92,-0.040834
-0.02,-0.85858
-0.06,-0.75505
-0.1,-0.68377
-0.14,-0.62583
-0.18,-0.57574
-0.22,-0.53096
-0.26,-0.4901
-0.3,-0.45228
-0.34,-0.4169
-0.38,-0.38356
-0.42,-0.35193
-0.46,-0.32177
-0.5,-0.29289
-0.54,-0.26515
-0.58,-0.23842
-0.62,-0.2126
-0.66,-0.1876
-0.7,-0.16334
-0.74,-0.13977
-0.78,-0.11682
-0.82,-0.094461
-0.86,-0.072638
-0.9,-0.051317
-0.94,-0.030464
-0.98,-0.010051
-0.01,-0.9
-0.03,-0.82679
-0.05,-0.77639
-0.07,-0.73542
-0.09,-0.7
-0.11,-0.66834
-0.13,-0.63944
-0.15,-0.6127
-0.17,-0.58769
-0.19,-0.56411
-0.21,-0.54174
-0.23,-0.52042
-0.25,-0.5
-0.27,-0.48038
-0.29,-0.46148
-0.31,-0.44322
-0.33,-0.42554
-0.35,-0.40839
-0.37,-0.39172
-0.39,-0.3755
-0.41,-0.35969
-0.43,-0.34426
-0.45,-0.32918
-0.47,-0.31443
-0.49,-0.3
-0.51,-0.28586
-0.53,-0.27199
-0.55,-0.25838
-0.57,-0.24502
-0.59,-0.23189
-0.61,-0.21898
-0.63,-0.20627
-0.65,-0.19377
-0.67,-0.18146
-0.69,-0.16934
-0.71,-0.15739
-0.73,-0.1456
-0.75,-0.13397
-0.77,-0.1225
-0.79,-0.11118
-0.81,-0.1
-0.83,-0.088957
-0.85,-0.078046
-0.87,-0.067262
-0.89,-0.056602
-0.91,-0.046061
-0.93,-0.035635
-0.95,-0.025321
-0.97,-0.015114
-0.99,-0.0050126
-0.005,-0.92929
-0.015,-0.87753
-0.025,-0.84189
-0.035,-0.81292
-0.045,-0.78787
-0.055,-0.76548
-0.065,-0.74505
-0.075,-0.72614
-0.085,-0.70845
-0.095,-0.69178
-0.105,-0.67596
-0.115,-0.66088
-0.125,-0.64645
-0.135,-0.63258
-0.145,-0.61921
-0.155,-0.6063
-0.165,-0.5938
-0.175,-0.58167
-0.185,-0.56988
-0.195,-0.55841
-0.205,-0.54723
-0.215,-0.53632
-0.225,-0.52566
-0.235,-0.51523
-0.245,-0.50503
-0.255,-0.49502
-0.265,-0.48522
-0.275,-0.4756
-0.285,-0.46615
-0.295,-0.45686
-0.305,-0.44773
-0.315,-0.43875
-0.325,-0.42991
-0.335,-0.42121
-0.345,-0.41263
-0.355,-0.40418
-0.365,-0.39585
-0.375,-0.38763
-0.385,-0.37952
-0.395,-0.37151
-0.405,-0.3636
-0.415,-0.3558
-0.425,-0.34808
-0.435,-0.34045
-0.445,-0.33292
-0.455,-0.32546
-0.465,-0.31809
-0.475,-0.3108
-0.485,-0.30358
-0.495,-0.29644
-0.505,-0.28937
-0.515,-0.28236
-0.525,-0.27543
-0.535,-0.26856
-0.545,-0.26176
-0.555,-0.25502
-0.565,-0.24834
-0.575,-0.24171
-0.585,-0.23515
-0.595,-0.22864
-0.605,-0.22218
-0.615,-0.21578
-0.625,-0.20943
-0.635,-0.20313
-0.645,-0.19688
-0.655,-0.19068
-0.665,-0.18452
-0.675,-0.17842
-0.685,-0.17235
-0.695,-0.16633
-0.705,-0.16036
-0.715,-0.15442
-0.725,-0.14853
-0.735,-0.14268
-0.745,-0.13687
-0.755,-0.13109
-0.765,-0.12536
-0.775,-0.11966
-0.785,-0.114
-0.795,-0.10837
-0.805,-0.10278
-0.815,-0.097226
-0.825,-0.091705
-0.835,-0.086217
-0.845,-0.080761
-0.855,-0.075338
-0.865,-0.069946
-0.875,-0.064586
-0.885,-0.059256
-0.895,-0.053956
-0.905,-0.048685
-0.915,-0.043444
-0.925,-0.038231
-0.935,-0.033046
-0.945,-0.027889
-0.955,-0.022759
-0.965,-0.017656
-0.975,-0.012579
-0.985,-0.0075283
-0.995,-0.0025031
